field_193136_w,TAME_ANIMAL,net/minecraft/advancements/CriteriaTriggers
field_193137_x,PLACED_BLOCK,net/minecraft/advancements/CriteriaTriggers
field_193138_y,CONSUME_ITEM,net/minecraft/advancements/CriteriaTriggers
field_193139_z,EFFECTS_CHANGED,net/minecraft/advancements/CriteriaTriggers
field_192147_a,criterionInstance,net/minecraft/advancements/Criterion
field_192155_a,DATE_TIME_FORMATTER,net/minecraft/advancements/CriterionProgress
field_192156_b,advancementProgress,net/minecraft/advancements/CriterionProgress
field_192157_c,obtained,net/minecraft/advancements/CriterionProgress
field_192160_a,criterionInstance,net/minecraft/advancements/ICriterionTrigger$Listener
field_192161_b,advancement,net/minecraft/advancements/ICriterionTrigger$Listener
field_192162_c,criterionName,net/minecraft/advancements/ICriterionTrigger$Listener
field_192300_a,title,net/minecraft/advancements/DisplayInfo
field_193225_b,description,net/minecraft/advancements/DisplayInfo
field_192301_b,icon,net/minecraft/advancements/DisplayInfo
field_192302_c,background,net/minecraft/advancements/DisplayInfo
field_192303_d,frame,net/minecraft/advancements/DisplayInfo
field_193226_f,showToast,net/minecraft/advancements/DisplayInfo
field_193227_g,announceToChat,net/minecraft/advancements/DisplayInfo
field_193228_h,hidden,net/minecraft/advancements/DisplayInfo
field_192304_e,x,net/minecraft/advancements/DisplayInfo
field_192305_f,y,net/minecraft/advancements/DisplayInfo
TASK,TASK,net/minecraft/advancements/FrameType
CHALLENGE,CHALLENGE,net/minecraft/advancements/FrameType
GOAL,GOAL,net/minecraft/advancements/FrameType
field_192313_d,name,net/minecraft/advancements/FrameType
field_192314_e,icon,net/minecraft/advancements/FrameType
field_193230_f,format,net/minecraft/advancements/FrameType
$VALUES,$VALUES,net/minecraft/advancements/FrameType
field_192328_a,advancement,net/minecraft/advancements/AdvancementTreeNode
field_192329_b,parent,net/minecraft/advancements/AdvancementTreeNode
field_192330_c,sibling,net/minecraft/advancements/AdvancementTreeNode
field_192331_d,index,net/minecraft/advancements/AdvancementTreeNode
field_192332_e,children,net/minecraft/advancements/AdvancementTreeNode
field_192333_f,ancestor,net/minecraft/advancements/AdvancementTreeNode
field_192334_g,thread,net/minecraft/advancements/AdvancementTreeNode
field_192335_h,x,net/minecraft/advancements/AdvancementTreeNode
field_192336_i,y,net/minecraft/advancements/AdvancementTreeNode
field_192337_j,mod,net/minecraft/advancements/AdvancementTreeNode
field_192338_k,change,net/minecraft/advancements/AdvancementTreeNode
field_192339_l,shift,net/minecraft/advancements/AdvancementTreeNode
field_192245_a,criterion,net/minecraft/advancements/critereon/AbstractCriterionInstance
field_192344_a,playerAdvancements,net/minecraft/advancements/critereon/BredAnimalsTrigger$Listeners
field_192345_b,listeners,net/minecraft/advancements/critereon/BredAnimalsTrigger$Listeners
field_192247_a,parent,net/minecraft/advancements/critereon/BredAnimalsTrigger$Instance
field_192248_b,partner,net/minecraft/advancements/critereon/BredAnimalsTrigger$Instance
field_192249_c,child,net/minecraft/advancements/critereon/BredAnimalsTrigger$Instance
field_192171_a,ID,net/minecraft/advancements/critereon/BredAnimalsTrigger
field_192172_b,listeners,net/minecraft/advancements/critereon/BredAnimalsTrigger
field_192350_a,playerAdvancements,net/minecraft/advancements/critereon/BrewedPotionTrigger$Listeners
field_192351_b,listeners,net/minecraft/advancements/critereon/BrewedPotionTrigger$Listeners
field_192251_a,potion,net/minecraft/advancements/critereon/BrewedPotionTrigger$Instance
field_192176_a,ID,net/minecraft/advancements/critereon/BrewedPotionTrigger
field_192177_b,listeners,net/minecraft/advancements/critereon/BrewedPotionTrigger
field_193235_a,playerAdvancements,net/minecraft/advancements/critereon/ChangeDimensionTrigger$Listeners
field_193236_b,listeners,net/minecraft/advancements/critereon/ChangeDimensionTrigger$Listeners
field_193191_a,from,net/minecraft/advancements/critereon/ChangeDimensionTrigger$Instance
field_193192_b,to,net/minecraft/advancements/critereon/ChangeDimensionTrigger$Instance
field_193144_a,ID,net/minecraft/advancements/critereon/ChangeDimensionTrigger
field_193145_b,listeners,net/minecraft/advancements/critereon/ChangeDimensionTrigger
field_192356_a,playerAdvancements,net/minecraft/advancements/critereon/ConstructBeaconTrigger$Listeners
field_192357_b,listeners,net/minecraft/advancements/critereon/ConstructBeaconTrigger$Listeners
field_192253_a,level,net/minecraft/advancements/critereon/ConstructBeaconTrigger$Instance
field_192181_a,ID,net/minecraft/advancements/critereon/ConstructBeaconTrigger
field_192182_b,listeners,net/minecraft/advancements/critereon/ConstructBeaconTrigger
field_193241_a,playerAdvancements,net/minecraft/advancements/critereon/ConsumeItemTrigger$Listeners
field_193242_b,listeners,net/minecraft/advancements/critereon/ConsumeItemTrigger$Listeners
field_193194_a,item,net/minecraft/advancements/critereon/ConsumeItemTrigger$Instance
field_193149_a,ID,net/minecraft/advancements/critereon/ConsumeItemTrigger
field_193150_b,listeners,net/minecraft/advancements/critereon/ConsumeItemTrigger
field_192362_a,playerAdvancements,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger$Listeners
field_192363_b,listeners,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger$Listeners
field_192255_a,zombie,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger$Instance
field_192256_b,villager,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger$Instance
field_192186_a,ID,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger
field_192187_b,listeners,net/minecraft/advancements/critereon/CuredZombieVillagerTrigger
field_192366_a,ANY,net/minecraft/advancements/critereon/DamagePredicate
field_192367_b,dealt,net/minecraft/advancements/critereon/DamagePredicate
field_192368_c,taken,net/minecraft/advancements/critereon/DamagePredicate
field_192369_d,sourceEntity,net/minecraft/advancements/critereon/DamagePredicate
field_192370_e,blocked,net/minecraft/advancements/critereon/DamagePredicate
field_192371_f,type,net/minecraft/advancements/critereon/DamagePredicate
field_192449_a,ANY,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192450_b,isProjectile,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192451_c,isExplosion,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192452_d,bypassesArmor,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192453_e,bypassesInvulnerability,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192454_f,bypassesMagic,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192455_g,isFire,net/minecraft/advancements/critereon/DamageSourcePredicate
field_192456_h,isMagic,net/minecraft/advancements/critereon/DamageSourcePredicate
field_193419_i,directEntity,net/minecraft/advancements/critereon/DamageSourcePredicate
field_193420_j,sourceEntity,net/minecraft/advancements/critereon/DamageSourcePredicate
field_193423_a,ANY,net/minecraft/advancements/critereon/DistancePredicate
field_193424_b,x,net/minecraft/advancements/critereon/DistancePredicate
field_193425_c,y,net/minecraft/advancements/critereon/DistancePredicate
field_193426_d,z,net/minecraft/advancements/critereon/DistancePredicate
field_193427_e,horizontal,net/minecraft/advancements/critereon/DistancePredicate
field_193428_f,absolute,net/minecraft/advancements/critereon/DistancePredicate
field_193433_a,playerAdvancements,net/minecraft/advancements/critereon/EffectsChangedTrigger$Listeners
field_193434_b,listeners,net/minecraft/advancements/critereon/EffectsChangedTrigger$Listeners
field_193196_a,effects,net/minecraft/advancements/critereon/EffectsChangedTrigger$Instance
field_193154_a,ID,net/minecraft/advancements/critereon/EffectsChangedTrigger
field_193155_b,listeners,net/minecraft/advancements/critereon/EffectsChangedTrigger
field_192461_a,playerAdvancements,net/minecraft/advancements/critereon/EnchantedItemTrigger$Listeners
field_192462_b,listeners,net/minecraft/advancements/critereon/EnchantedItemTrigger$Listeners
field_192258_a,item,net/minecraft/advancements/critereon/EnchantedItemTrigger$Instance
field_192259_b,levels,net/minecraft/advancements/critereon/EnchantedItemTrigger$Instance
field_192191_a,ID,net/minecraft/advancements/critereon/EnchantedItemTrigger
field_192192_b,listeners,net/minecraft/advancements/critereon/EnchantedItemTrigger
field_192466_a,ANY,net/minecraft/advancements/critereon/EnchantmentPredicate
field_192467_b,enchantment,net/minecraft/advancements/critereon/EnchantmentPredicate
field_192468_c,levels,net/minecraft/advancements/critereon/EnchantmentPredicate
field_192473_a,playerAdvancements,net/minecraft/advancements/critereon/EnterBlockTrigger$Listeners
field_192474_b,listeners,net/minecraft/advancements/critereon/EnterBlockTrigger$Listeners
field_192261_a,block,net/minecraft/advancements/critereon/EnterBlockTrigger$Instance
field_192262_b,properties,net/minecraft/advancements/critereon/EnterBlockTrigger$Instance
field_192196_a,ID,net/minecraft/advancements/critereon/EnterBlockTrigger
field_192197_b,listeners,net/minecraft/advancements/critereon/EnterBlockTrigger
field_192479_a,playerAdvancements,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger$Listeners
field_192480_b,listeners,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger$Listeners
field_192264_a,damage,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger$Instance
field_192201_a,ID,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger
field_192202_b,listeners,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger
field_192483_a,ANY,net/minecraft/advancements/critereon/EntityPredicate
field_192484_b,type,net/minecraft/advancements/critereon/EntityPredicate
field_192485_c,distance,net/minecraft/advancements/critereon/EntityPredicate
field_193435_d,location,net/minecraft/advancements/critereon/EntityPredicate
field_193436_e,effects,net/minecraft/advancements/critereon/EntityPredicate
field_193437_f,nbt,net/minecraft/advancements/critereon/EntityPredicate
field_192205_a,ID,net/minecraft/advancements/critereon/ImpossibleTrigger
field_192490_a,playerAdvancements,net/minecraft/advancements/critereon/InventoryChangeTrigger$Listeners
field_192491_b,listeners,net/minecraft/advancements/critereon/InventoryChangeTrigger$Listeners
field_192266_a,occupied,net/minecraft/advancements/critereon/InventoryChangeTrigger$Instance
field_192267_b,full,net/minecraft/advancements/critereon/InventoryChangeTrigger$Instance
field_192268_c,empty,net/minecraft/advancements/critereon/InventoryChangeTrigger$Instance
field_192269_d,items,net/minecraft/advancements/critereon/InventoryChangeTrigger$Instance
field_192209_a,ID,net/minecraft/advancements/critereon/InventoryChangeTrigger
field_192210_b,listeners,net/minecraft/advancements/critereon/InventoryChangeTrigger
field_193442_a,playerAdvancements,net/minecraft/advancements/critereon/ItemDurabilityTrigger$Listeners
field_193443_b,listeners,net/minecraft/advancements/critereon/ItemDurabilityTrigger$Listeners
field_193198_a,item,net/minecraft/advancements/critereon/ItemDurabilityTrigger$Instance
field_193199_b,durability,net/minecraft/advancements/critereon/ItemDurabilityTrigger$Instance
field_193200_c,delta,net/minecraft/advancements/critereon/ItemDurabilityTrigger$Instance
field_193159_a,ID,net/minecraft/advancements/critereon/ItemDurabilityTrigger
field_193160_b,listeners,net/minecraft/advancements/critereon/ItemDurabilityTrigger
field_192495_a,ANY,net/minecraft/advancements/critereon/ItemPredicate
field_192496_b,item,net/minecraft/advancements/critereon/ItemPredicate
field_192497_c,data,net/minecraft/advancements/critereon/ItemPredicate
field_192498_d,count,net/minecraft/advancements/critereon/ItemPredicate
field_193444_e,durability,net/minecraft/advancements/critereon/ItemPredicate
field_192499_e,enchantments,net/minecraft/advancements/critereon/ItemPredicate
field_192500_f,potion,net/minecraft/advancements/critereon/ItemPredicate
field_193445_h,nbt,net/minecraft/advancements/critereon/ItemPredicate
field_192505_a,playerAdvancements,net/minecraft/advancements/critereon/KilledTrigger$Listeners
field_192506_b,listeners,net/minecraft/advancements/critereon/KilledTrigger$Listeners
field_192271_a,entity,net/minecraft/advancements/critereon/KilledTrigger$Instance
field_192272_b,killingBlow,net/minecraft/advancements/critereon/KilledTrigger$Instance
field_192213_a,listeners,net/minecraft/advancements/critereon/KilledTrigger
field_192214_b,id,net/minecraft/advancements/critereon/KilledTrigger
field_193450_a,playerAdvancements,net/minecraft/advancements/critereon/LevitationTrigger$Listeners
field_193451_b,listeners,net/minecraft/advancements/critereon/LevitationTrigger$Listeners
field_193202_a,distance,net/minecraft/advancements/critereon/LevitationTrigger$Instance
field_193203_b,duration,net/minecraft/advancements/critereon/LevitationTrigger$Instance
field_193164_a,ID,net/minecraft/advancements/critereon/LevitationTrigger
field_193165_b,listeners,net/minecraft/advancements/critereon/LevitationTrigger
field_193455_a,ANY,net/minecraft/advancements/critereon/LocationPredicate
field_193456_b,biome,net/minecraft/advancements/critereon/LocationPredicate
field_193457_c,x,net/minecraft/advancements/critereon/LocationPredicate
field_193458_d,y,net/minecraft/advancements/critereon/LocationPredicate
field_193459_e,z,net/minecraft/advancements/critereon/LocationPredicate
field_193460_f,feature,net/minecraft/advancements/critereon/LocationPredicate
field_193461_g,dimension,net/minecraft/advancements/critereon/LocationPredicate
field_192511_a,playerAdvancements,net/minecraft/advancements/critereon/PositionTrigger$Listeners
field_192512_b,listeners,net/minecraft/advancements/critereon/PositionTrigger$Listeners
field_193205_a,location,net/minecraft/advancements/critereon/PositionTrigger$Instance
field_192217_a,id,net/minecraft/advancements/critereon/PositionTrigger
field_192218_b,listeners,net/minecraft/advancements/critereon/PositionTrigger
field_192516_a,UNBOUNDED,net/minecraft/advancements/critereon/MinMaxBounds
field_192517_b,min,net/minecraft/advancements/critereon/MinMaxBounds
field_192518_c,max,net/minecraft/advancements/critereon/MinMaxBounds
field_193465_a,amplifier,net/minecraft/advancements/critereon/MobEffectsPredicate$InstancePredicate
field_193466_b,duration,net/minecraft/advancements/critereon/MobEffectsPredicate$InstancePredicate
field_193467_c,ambient,net/minecraft/advancements/critereon/MobEffectsPredicate$InstancePredicate
field_193468_d,visible,net/minecraft/advancements/critereon/MobEffectsPredicate$InstancePredicate
field_193473_a,ANY,net/minecraft/advancements/critereon/MobEffectsPredicate
field_193474_b,effects,net/minecraft/advancements/critereon/MobEffectsPredicate
field_193479_a,ANY,net/minecraft/advancements/critereon/NBTPredicate
field_193480_b,tag,net/minecraft/advancements/critereon/NBTPredicate
field_193485_a,playerAdvancements,net/minecraft/advancements/critereon/NetherTravelTrigger$Listeners
field_193486_b,listeners,net/minecraft/advancements/critereon/NetherTravelTrigger$Listeners
field_193207_a,entered,net/minecraft/advancements/critereon/NetherTravelTrigger$Instance
field_193208_b,exited,net/minecraft/advancements/critereon/NetherTravelTrigger$Instance
field_193209_c,distance,net/minecraft/advancements/critereon/NetherTravelTrigger$Instance
field_193169_a,ID,net/minecraft/advancements/critereon/NetherTravelTrigger
field_193170_b,listeners,net/minecraft/advancements/critereon/NetherTravelTrigger
field_193491_a,playerAdvancements,net/minecraft/advancements/critereon/PlacedBlockTrigger$Listeners
field_193492_b,listeners,net/minecraft/advancements/critereon/PlacedBlockTrigger$Listeners
field_193211_a,block,net/minecraft/advancements/critereon/PlacedBlockTrigger$Instance
field_193212_b,properties,net/minecraft/advancements/critereon/PlacedBlockTrigger$Instance
field_193213_c,location,net/minecraft/advancements/critereon/PlacedBlockTrigger$Instance
field_193214_d,item,net/minecraft/advancements/critereon/PlacedBlockTrigger$Instance
field_193174_a,ID,net/minecraft/advancements/critereon/PlacedBlockTrigger
field_193175_b,listeners,net/minecraft/advancements/critereon/PlacedBlockTrigger
field_192523_a,playerAdvancements,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger$Listeners
field_192524_b,listeners,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger$Listeners
field_192279_a,damage,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger$Instance
field_192280_b,entity,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger$Instance
field_192222_a,ID,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger
field_192223_b,listeners,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger
field_192529_a,playerAdvancements,net/minecraft/advancements/critereon/RecipeUnlockedTrigger$Listeners
field_192530_b,listeners,net/minecraft/advancements/critereon/RecipeUnlockedTrigger$Listeners
field_192282_a,recipe,net/minecraft/advancements/critereon/RecipeUnlockedTrigger$Instance
field_192227_a,ID,net/minecraft/advancements/critereon/RecipeUnlockedTrigger
field_192228_b,listeners,net/minecraft/advancements/critereon/RecipeUnlockedTrigger
field_192535_a,playerAdvancements,net/minecraft/advancements/critereon/SummonedEntityTrigger$Listeners
field_192536_b,listeners,net/minecraft/advancements/critereon/SummonedEntityTrigger$Listeners
field_192284_a,entity,net/minecraft/advancements/critereon/SummonedEntityTrigger$Instance
field_192232_a,ID,net/minecraft/advancements/critereon/SummonedEntityTrigger
field_192233_b,listeners,net/minecraft/advancements/critereon/SummonedEntityTrigger
field_193498_a,playerAdvancements,net/minecraft/advancements/critereon/TameAnimalTrigger$Listeners
field_193499_b,listeners,net/minecraft/advancements/critereon/TameAnimalTrigger$Listeners
field_193217_a,entity,net/minecraft/advancements/critereon/TameAnimalTrigger$Instance
field_193179_a,ID,net/minecraft/advancements/critereon/TameAnimalTrigger
field_193180_b,listeners,net/minecraft/advancements/critereon/TameAnimalTrigger
field_193504_a,playerAdvancements,net/minecraft/advancements/critereon/TickTrigger$Listeners
field_193505_b,listeners,net/minecraft/advancements/critereon/TickTrigger$Listeners
field_193183_a,ID,net/minecraft/advancements/critereon/TickTrigger
field_193184_b,listeners,net/minecraft/advancements/critereon/TickTrigger
field_192541_a,playerAdvancements,net/minecraft/advancements/critereon/VillagerTradeTrigger$Listeners
field_192542_b,listeners,net/minecraft/advancements/critereon/VillagerTradeTrigger$Listeners
field_192286_a,villager,net/minecraft/advancements/critereon/VillagerTradeTrigger$Instance
field_192287_b,item,net/minecraft/advancements/critereon/VillagerTradeTrigger$Instance
field_192237_a,ID,net/minecraft/advancements/critereon/VillagerTradeTrigger
field_192238_b,listeners,net/minecraft/advancements/critereon/VillagerTradeTrigger
field_192547_a,playerAdvancements,net/minecraft/advancements/critereon/UsedEnderEyeTrigger$Listeners
field_192548_b,listeners,net/minecraft/advancements/critereon/UsedEnderEyeTrigger$Listeners
field_192289_a,distance,net/minecraft/advancements/critereon/UsedEnderEyeTrigger$Instance
field_192242_a,ID,net/minecraft/advancements/critereon/UsedEnderEyeTrigger
field_192243_b,listeners,net/minecraft/advancements/critereon/UsedEnderEyeTrigger
field_193510_a,playerAdvancements,net/minecraft/advancements/critereon/UsedTotemTrigger$Listeners
field_193511_b,listeners,net/minecraft/advancements/critereon/UsedTotemTrigger$Listeners
field_193219_a,item,net/minecraft/advancements/critereon/UsedTotemTrigger$Instance
field_193188_a,ID,net/minecraft/advancements/critereon/UsedTotemTrigger
field_193189_b,listeners,net/minecraft/advancements/critereon/UsedTotemTrigger
field_190787_a,field_190787_a,net/minecraft/command/CommandBase$1
field_190789_a,field_190789_a,net/minecraft/command/CommandBase$2
field_190790_b,field_190790_b,net/minecraft/command/CommandBase$2
field_179633_a,result,net/minecraft/command/CommandBase$CoordinateArg
field_179631_b,amount,net/minecraft/command/CommandBase$CoordinateArg
field_179632_c,isRelative,net/minecraft/command/CommandBase$CoordinateArg
field_71533_a,commandListener,net/minecraft/command/CommandBase
field_190796_b,COMMA_SPLITTER,net/minecraft/command/CommandBase
field_190797_c,EQUAL_SPLITTER,net/minecraft/command/CommandBase
field_147175_a,LOGGER,net/minecraft/command/CommandHandler
field_71562_a,commandMap,net/minecraft/command/CommandHandler
field_71561_b,commandSet,net/minecraft/command/CommandHandler
field_193519_a,EMPTY,net/minecraft/command/FunctionObject$CacheableFunction
field_193520_b,id,net/minecraft/command/FunctionObject$CacheableFunction
field_193521_c,isValid,net/minecraft/command/FunctionObject$CacheableFunction
field_193522_d,function,net/minecraft/command/FunctionObject$CacheableFunction
field_193525_a,command,net/minecraft/command/FunctionObject$CommandEntry
field_193524_a,function,net/minecraft/command/FunctionObject$FunctionEntry
field_193530_b,entries,net/minecraft/command/FunctionObject
field_193043_a,delegate,net/minecraft/command/CommandSenderWrapper
field_194002_b,positionVector,net/minecraft/command/CommandSenderWrapper
field_194003_c,position,net/minecraft/command/CommandSenderWrapper
